"","duration","maxGrip","maxGripTime","maxGripTimeRel","condition","type","period","gripType","num","file","obsisSubj","obsisSession","obsisTrial","fins","stick","stickcm","orientation","stickcmCentered","stickFiveRef","stickNineRef","stickElevenRef","finsSumCoded"
"97",0.45,71.1296886769201,0.408333333333333,0.907407407407407,"4","ESTIMATION","STEADY",NA,0,"./ABtestENG/GRI_064/GRI_064-SESSION_001-TRIAL_002.csv","064","001","002","none","seven",7,"horizontal",-1,"seven","seven","seven","none"
"98",0.533333333333333,71.355943567897,0.341666666666667,0.640625,"5","ESTIMATION","STEADY",NA,0,"./ABtestENG/GRI_064/GRI_064-SESSION_001-TRIAL_002.csv","064","001","002","open","seven",7,"horizontal",-1,"seven","seven","seven","open"
"99",0.516666666666667,64.9344216984493,0.483333333333333,0.935483870967742,"6","ESTIMATION","STEADY",NA,0,"./ABtestENG/GRI_064/GRI_064-SESSION_001-TRIAL_002.csv","064","001","002","closed","seven",7,"horizontal",-1,"seven","seven","seven","closed"
"100",0.591666666666667,91.4049816336292,0,0,"7","ESTIMATION","STEADY",NA,0,"./ABtestENG/GRI_064/GRI_064-SESSION_001-TRIAL_002.csv","064","001","002","none","nine",9,"horizontal",1,"nine","nine","nine","none"
"101",0.833333333333333,100.808195146719,0.833333333333333,1,"8","ESTIMATION","STEADY",NA,0,"./ABtestENG/GRI_064/GRI_064-SESSION_001-TRIAL_002.csv","064","001","002","open","nine",9,"horizontal",1,"nine","nine","nine","open"
"102",0.591666666666667,93.0094342805066,0.525,0.887323943661972,"9","ESTIMATION","STEADY",NA,0,"./ABtestENG/GRI_064/GRI_064-SESSION_001-TRIAL_002.csv","064","001","002","closed","nine",9,"horizontal",1,"nine","nine","nine","closed"
"103",0.608333333333333,104.74169425973,0.216666666666667,0.356164383561644,"10","ESTIMATION","STEADY",NA,0,"./ABtestENG/GRI_064/GRI_064-SESSION_001-TRIAL_002.csv","064","001","002","none","eleven",11,"horizontal",3,"eleven","eleven","eleven","none"
"104",0.733333333333333,108.861466428071,0.708333333333333,0.965909090909091,"11","ESTIMATION","STEADY",NA,0,"./ABtestENG/GRI_064/GRI_064-SESSION_001-TRIAL_002.csv","064","001","002","open","eleven",11,"horizontal",3,"eleven","eleven","eleven","open"
"105",0.658333333333333,104.885272323869,0.0166666666666667,0.0253164556962025,"12","ESTIMATION","STEADY",NA,0,"./ABtestENG/GRI_064/GRI_064-SESSION_001-TRIAL_002.csv","064","001","002","closed","eleven",11,"horizontal",3,"eleven","eleven","eleven","closed"
"106",0.55,51.9566574267044,0.55,1,"1","ESTIMATION","STEADY",NA,0,"./ABtestENG/GRI_064/GRI_064-SESSION_001-TRIAL_003.csv","064","001","003","none","five",5,"horizontal",-3,"five","five","five","none"
